iter	Logloss
339	0.1986578306
340	0.1984486499
341	0.1980570559
342	0.1979238105
343	0.1977538811
344	0.1975891617
345	0.1971150884
346	0.1963985357
347	0.1960667939
348	0.1959191139
349	0.1957163891
350	0.1955348567
351	0.1954094138
352	0.1952962785
353	0.1950750795
354	0.1949300801
355	0.1948424664
356	0.1947049296
357	0.1942855992
358	0.1940803197
359	0.1938694653
360	0.1936504309
361	0.1935071682
362	0.1933113523
363	0.1931680141
364	0.1930024011
365	0.1926968856
366	0.1925971529
367	0.1924042063
368	0.1920019154
369	0.1918969978
370	0.1911860452
371	0.1910896097
372	0.1909717552
373	0.1907113301
374	0.1905649213
375	0.1903093413
376	0.1901917259
377	0.1899673053
378	0.1897944059
379	0.1891975072
380	0.1888983721
381	0.188623072
382	0.1883829711
383	0.1882740516
384	0.1880418412
385	0.187826343
386	0.1877446692
387	0.1875189272
388	0.1871961456
389	0.1870285821
390	0.1868855459
391	0.1867412009
392	0.1865951192
393	0.1861945524
394	0.1860052301
395	0.1858578649
396	0.18570164
397	0.1855069064
398	0.1853094042
399	0.1851669972
400	0.1850236087
401	0.1849009594
402	0.1846892996
403	0.1845751953
404	0.1839744709
405	0.1838946722
406	0.1835567891
407	0.18335044
408	0.1831400763
409	0.1830632601
410	0.1828881836
411	0.1827475133
412	0.1826113986
413	0.1824106244
414	0.1821909482
415	0.1818752014
416	0.1817365194
417	0.1815660488
418	0.1813711391
419	0.1812077662
420	0.1810745837
421	0.1808256735
422	0.1807224297
423	0.1805999441
424	0.1803226935
425	0.1801084538
426	0.1799288972
427	0.1797942675
428	0.1792779856
429	0.1791701358
430	0.1789458662
431	0.1788530299
432	0.1787129762
433	0.1785786611
434	0.1783275235
435	0.1781889044
436	0.1780620268
437	0.1778313391
438	0.1776170365
439	0.1774099322
440	0.1773014155
441	0.1771339652
442	0.1770510581
443	0.1766929013
444	0.1765705038
445	0.1763565661
446	0.1761074923
447	0.1759749643
448	0.175837352
449	0.1756391451
450	0.1754911128
451	0.1753793241
452	0.1752199531
453	0.1751308921
454	0.1749493094
455	0.174811458
456	0.1746094002
457	0.1744152203
458	0.1742704222
459	0.1741540401
460	0.1740544962
461	0.1739040351
462	0.1738199324
463	0.1736801682
464	0.1733933911
465	0.1731707072
466	0.1730168231
467	0.1728252985
468	0.1727203306
469	0.172556618
470	0.1724009972
471	0.1723035046
472	0.17212128
473	0.1719585489
474	0.1717149369
475	0.1715769723
476	0.1715079333
477	0.1713328442
478	0.1711787713
479	0.1710507485
480	0.1708406492
481	0.1706914843
482	0.1705478818
483	0.1704067081
484	0.1702510747
485	0.1701370711
486	0.1700240365
487	0.1698153592
488	0.169696347
489	0.1695657065
490	0.1694034411
491	0.1693184701
492	0.1692435919
493	0.1688089587
494	0.1686424774
495	0.1685398125
496	0.1683781134
497	0.1683035247
498	0.1682035151
499	0.1679729029
500	0.1678191321
501	0.1676446722
502	0.167343083
503	0.1671728767
504	0.1670435074
505	0.1669034537
506	0.1667461466
507	0.1666033998
508	0.1664975888
509	0.1664119886
510	0.1663715418
511	0.166151035
512	0.1660659633
513	0.165935046
514	0.1658454691
515	0.1655989248
516	0.1654370369
517	0.1652945922
518	0.1650930125
519	0.1649366115
520	0.1648258799
521	0.1647174261
522	0.1645749688
523	0.1644664395
524	0.1643820474
525	0.1642233811
526	0.1640771862
527	0.1639809772
528	0.1639018202
529	0.163780354
530	0.1636988563
531	0.1635978777
532	0.1634556218
533	0.1631849906
534	0.1630949984
535	0.1629580279
536	0.1627974866
537	0.1627341736
538	0.162591817
539	0.162474705
540	0.1623993738
541	0.1622768127
542	0.16210789
543	0.1619828246
544	0.1615785076
545	0.1614743325
546	0.1613540115
547	0.1612274233
548	0.1611193722
549	0.1610030404
550	0.1608916796
551	0.1607519909
552	0.1606043236
553	0.1604339914
554	0.1602297439
555	0.1601042883
556	0.160032292
557	0.1599570489
558	0.1598999275
559	0.1597741322
560	0.1596999461
561	0.15954464
562	0.159345464
563	0.1591591998
564	0.1590507838
565	0.1589823615
566	0.1588537849
567	0.1587867721
568	0.1586863473
569	0.1585623389
570	0.1583671523
571	0.1583023166
572	0.1581120756
573	0.1578943249
574	0.1577732487
575	0.1576623283
576	0.1575902062
577	0.1574832122
578	0.1574018404
579	0.1573044232
580	0.1570960983
581	0.1569914073
582	0.1566315389
583	0.1565209206
584	0.1564000332
585	0.1562839532
586	0.1561519914
587	0.1560530012
588	0.1557824204
589	0.1557139981
590	0.1555996547
591	0.1553966908
592	0.1553400099
593	0.1551938527
594	0.1550736575
595	0.1549576907
596	0.1548939876
597	0.1548019189
598	0.154709221
599	0.1545683367
600	0.1545115803
601	0.1544187691
602	0.1543015565
603	0.1542350596
604	0.1539777681
605	0.1538387841
606	0.1536625624
607	0.1535578966
608	0.1534519723
609	0.1533126988
610	0.1532216369
611	0.1531554295
612	0.1530816839
613	0.1529282403
614	0.1528203528
615	0.1527010636
616	0.1526201826
617	0.1524191567
618	0.1523418875
619	0.1522561488
620	0.1520577279
621	0.1519997131
622	0.1519046996
623	0.1517344933
624	0.1516427644
625	0.1514475777
626	0.1513125705
627	0.1512026317
628	0.1511305221
629	0.151023289
630	0.1508595134
631	0.1507262932
632	0.150657657
633	0.1505156275
634	0.1504021776
635	0.1502592421
636	0.1501618124
637	0.1498226834
638	0.1497011417
639	0.1495758245
640	0.1493862003
641	0.1492622674
642	0.1491246678
643	0.1490224307
644	0.1489523724
645	0.1489138385
646	0.148823217
647	0.1487039405
648	0.1485780696
649	0.1484455919
650	0.1483720854
651	0.1483268816
652	0.1481954736
653	0.1480671739
654	0.1479485518
655	0.1478830365
656	0.1478352655
657	0.1477703543
658	0.1476846156
659	0.1475675288
660	0.1474669026
661	0.1473544469
662	0.1472315586
663	0.1470880693
664	0.1469860085
665	0.1468280092
666	0.146747166
667	0.1466789324
668	0.1465611157
669	0.1463909472
670	0.1462765157
671	0.1461928912
672	0.1460708838
673	0.145996572
674	0.1459518967
675	0.1457673315
676	0.1456685929
677	0.1456205576
678	0.1455240466
679	0.1454508547
680	0.1453381222
681	0.1452638984
682	0.1451089446
683	0.1450456694
684	0.1449333773
685	0.1448350163
686	0.1447073081
687	0.1446188134
688	0.1445190933
689	0.1443558715
690	0.1442924201
691	0.1440829248
692	0.1439735019
693	0.1438867943
694	0.1437688894
695	0.1436777646
696	0.1435478163
697	0.1434347062
698	0.1433811085
699	0.1433031849
700	0.1432399349
701	0.1431616463
702	0.1430879636
703	0.1430206739
704	0.1429146364
705	0.1428249084
706	0.1426898508
707	0.1426374235
708	0.142541076
709	0.1424802171
710	0.1423125277
711	0.142249932
712	0.142140182
713	0.1420455964
714	0.1419178001
715	0.1418390836
716	0.1417557109
717	0.1416716334
718	0.1416607477
719	0.1415044096
720	0.1413102675
721	0.1412695061
722	0.1411452838
723	0.1410490119
724	0.1409871084
725	0.1408607215
726	0.1407268343
727	0.1406297821
728	0.1405388964
729	0.1404506911
730	0.140347913
731	0.1402276423
732	0.1401358882
733	0.1399614283
734	0.1399156331
735	0.1397130718
736	0.1395843569
737	0.1394859456
738	0.1393805372
739	0.1390851019
740	0.1389303998
741	0.1388728506
742	0.1387984002
743	0.1386314282
744	0.1384909592
745	0.1383303802
746	0.1382663499
747	0.1381629299
748	0.1379997332
749	0.1378964894
750	0.1377918991
751	0.1377037945
752	0.1375114016
753	0.1374208682
754	0.1373364258
755	0.1371866191
756	0.1370786435
757	0.1369607512
758	0.1368936
759	0.1367418301
760	0.1366412291
761	0.1365458632
762	0.1364634846
763	0.1363852841
764	0.136266964
765	0.1361991332
766	0.1361393816
767	0.1360904151
768	0.1359591706
769	0.1358992681
770	0.1357786072
771	0.1356572165
772	0.1355864535
773	0.1355305025
774	0.1354347591
775	0.1353468559
776	0.135244795
777	0.1351354225
778	0.1350711154
779	0.1350232311
780	0.134979462
781	0.1348858328
782	0.1348031018
783	0.1347175268
784	0.1346317252
785	0.1345329489
786	0.1343755286
787	0.1342427236
788	0.1341071626
789	0.1339916237
790	0.133929909
791	0.1338224871
792	0.1337409139
793	0.1334720572
794	0.1333685114
795	0.1332898075
796	0.1331642513
797	0.1330602146
798	0.1329818002
799	0.1328468181
800	0.1327693853
801	0.1326661163
802	0.1325642568
803	0.1324754601
804	0.1323992479
805	0.1322832056
806	0.1322737924
807	0.1322032055
808	0.1321212926
809	0.132080355
810	0.1319893056
811	0.1318606662
812	0.1316624718
813	0.1315524575
814	0.1314528507
815	0.131398435
816	0.131292561
817	0.1311734607
818	0.1310862748
819	0.1309716545
820	0.130875068
821	0.1307604477
822	0.1306877844
823	0.1305700306
824	0.1304855756
825	0.1304150265
826	0.1303202269
827	0.1301673999
828	0.1300870349
829	0.1299696586
830	0.1298887021
831	0.1298283213
832	0.129752537
833	0.1296779609
834	0.1296007168
835	0.1295202259
836	0.1293988603
837	0.1292810814
838	0.1292003262
839	0.1291224277
840	0.1289990864
841	0.1289002472
842	0.1288064921
843	0.1286367641
844	0.1285767734
845	0.1285028391
846	0.1284227886
847	0.1281896343
848	0.1280622282
849	0.1279873122
850	0.127906771
851	0.1278620958
852	0.1277817811
853	0.1276594842
854	0.1275790814
855	0.1274832248
856	0.1274021172
857	0.127200676
858	0.1271425228
859	0.1270212327
860	0.1268594455
861	0.1267858257
862	0.1267292959
863	0.1266501389
864	0.1265734108
865	0.1264648186
866	0.1264206216
867	0.1263258094
868	0.1262544298
869	0.1261057053
870	0.1259895498
871	0.125922839
872	0.1258448398
873	0.1257892664
874	0.1257392427
875	0.1256335827
876	0.1255546019
877	0.1254277243
878	0.1253491463
879	0.1252940007
880	0.1251732518
881	0.1250743496
882	0.1249974831
883	0.1249079061
884	0.1248170581
885	0.1247247252
886	0.1246852348
887	0.1246132007
888	0.1245552991
889	0.1244748837
890	0.1242545531
891	0.1241534487
892	0.1241133417
893	0.1240154841
894	0.1239685436
895	0.123892042
896	0.1238082791
897	0.1237059792
898	0.1236378967
899	0.1235456014
900	0.1234700563
901	0.1234136145
902	0.1233609355
903	0.1232591515
904	0.123206246
905	0.1231214637
906	0.1230600636
907	0.1229316507
908	0.1228248455
909	0.1227397612
910	0.1226358252
911	0.1225956931
912	0.1225569452
913	0.1224386628
914	0.1223803459
915	0.122372921
916	0.1223243446
917	0.1222342391
918	0.122227154
919	0.122151634
920	0.1220257883
921	0.1219158747
922	0.1217858887
923	0.1217371738
924	0.1216568591
925	0.1215418865
926	0.1214448091
927	0.1213784759
928	0.1213047932
929	0.1212282161
930	0.1211852398
931	0.1211249346
932	0.1210743194
933	0.1209896253
934	0.120905057
935	0.1208395921
936	0.120797761
937	0.1207208441
938	0.1206901881
939	0.120588983
940	0.1205126953
941	0.1204646348
942	0.1203829232
943	0.1203154196
944	0.1202465694
945	0.1201645558
946	0.1200846941
947	0.119984974
948	0.1198945539
949	0.1196942957
950	0.1196443098
951	0.1195191185
952	0.1194555035
953	0.119368154
954	0.1192859516
955	0.1192219968
956	0.1191746537
957	0.1191205652
958	0.1189902142
959	0.1189121647
960	0.1188343166
961	0.1187837266
962	0.1187215211
963	0.118656396
964	0.1186076182
965	0.1184674009
966	0.1184184847
967	0.118371431
968	0.1183300781
969	0.118285126
970	0.1182069255
971	0.1181454625
972	0.1181029896
973	0.1180235306
974	0.117948816
975	0.1178748943
976	0.1178048234
977	0.1177455501
978	0.1176895991
979	0.117593755
980	0.1175413781
981	0.1174380336
982	0.1174029478
983	0.117255658
984	0.1171838505
985	0.1171314735
986	0.1170728672
987	0.1170076162
988	0.1169321591
989	0.1168403673
990	0.1167560255
991	0.1166903844
992	0.116650592
993	0.1165550248
994	0.1164839345
995	0.1164197407
996	0.1163558991
997	0.1162960092
998	0.1162326962
999	0.1161285086
